"forecast_date","target","target_end_date","location","type","quantile","value"
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","point",NA,825
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.01,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.025,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.05,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.1,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.15,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.2,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.25,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.3,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.35,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.4,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.45,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.5,396
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.55,1780
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.6,3137
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.65,4611
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.7,6123
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.75,7736
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.8,9453
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.85,11504
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.9,14237
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.95,18069
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.975,21067
2023-11-14,"1 wk ahead inc case",2023-11-19,"AT","quantile",0.99,25623
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","point",NA,825
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.01,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.025,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.05,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.1,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.15,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.2,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.25,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.3,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.35,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.4,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.45,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.5,433
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.55,3091
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.6,6007
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.65,8963
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.7,12359
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.75,16011
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.8,19875
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.85,24233
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.9,30296
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.95,39063
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.975,46115
2023-11-14,"2 wk ahead inc case",2023-11-26,"AT","quantile",0.99,54433
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","point",NA,825
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.01,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.025,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.05,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.1,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.15,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.2,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.25,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.3,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.35,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.4,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.45,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.5,421
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.55,4533
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.6,8835
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.65,13244
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.7,18068
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.75,23085
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.8,29190
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.85,36130
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.9,44161
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.95,56734
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.975,67297
2023-11-14,"3 wk ahead inc case",2023-12-03,"AT","quantile",0.99,80433
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","point",NA,825
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.01,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.025,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.05,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.1,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.15,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.2,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.25,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.3,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.35,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.4,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.45,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.5,776
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.55,6165
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.6,11316
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.65,16681
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.7,22156
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.75,28335
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.8,35631
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.85,44382
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.9,55299
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.95,69955
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.975,83433
2023-11-14,"4 wk ahead inc case",2023-12-10,"AT","quantile",0.99,96402
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","point",NA,3475
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.01,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.025,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.05,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.1,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.15,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.2,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.25,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.3,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.35,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.4,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.45,1178
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.5,2999
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.55,4849
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.6,6817
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.65,8806
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.7,11019
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.75,13240
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.8,15732
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.85,18705
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.9,22401
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.95,27856
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.975,32989
2023-11-14,"1 wk ahead inc case",2023-11-19,"BE","quantile",0.99,37397
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","point",NA,6013
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.01,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.025,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.05,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.1,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.15,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.2,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.25,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.3,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.35,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.4,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.45,2295
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.5,5628
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.55,9000
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.6,12082
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.65,15844
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.7,19399
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.75,23615
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.8,28007
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.85,33239
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.9,39631
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.95,49691
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.975,58430
2023-11-14,"2 wk ahead inc case",2023-11-26,"BE","quantile",0.99,67777
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","point",NA,8435
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.01,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.025,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.05,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.1,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.15,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.2,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.25,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.3,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.35,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.4,21
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.45,4138
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.5,8524
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.55,12658
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.6,16858
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.65,21431
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.7,26165
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.75,30897
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.8,36540
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.85,43531
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.9,51643
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.95,64694
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.975,75661
2023-11-14,"3 wk ahead inc case",2023-12-03,"BE","quantile",0.99,87097
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","point",NA,10431
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.01,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.025,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.05,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.1,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.15,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.2,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.25,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.3,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.35,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.4,703
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.45,5661
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.5,10634
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.55,15289
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.6,19917
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.65,25114
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.7,30365
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.75,35686
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.8,42530
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.85,49924
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.9,58826
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.95,73781
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.975,85458
2023-11-14,"4 wk ahead inc case",2023-12-10,"BE","quantile",0.99,99889
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","point",NA,1506
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.01,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.025,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.05,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.1,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.15,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.2,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.25,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.3,273
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.35,578
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.4,894
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.45,1237
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.5,1512
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.55,1827
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.6,2121
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.65,2443
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.7,2762
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.75,3119
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.8,3533
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.85,4005
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.9,4581
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.95,5419
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.975,6181
2023-11-14,"1 wk ahead inc case",2023-11-19,"BG","quantile",0.99,7114
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","point",NA,1263
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.01,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.025,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.05,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.1,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.15,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.2,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.25,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.3,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.35,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.4,234
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.45,777
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.5,1293
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.55,1863
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.6,2457
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.65,3070
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.7,3710
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.75,4405
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.8,5157
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.85,5949
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.9,7034
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.95,8656
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.975,10223
2023-11-14,"2 wk ahead inc case",2023-11-26,"BG","quantile",0.99,11864
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","point",NA,1069
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.01,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.025,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.05,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.1,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.15,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.2,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.25,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.3,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.35,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.4,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.45,352
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.5,1185
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.55,2024
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.6,2866
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.65,3741
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.7,4692
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.75,5718
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.8,6755
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.85,7985
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.9,9630
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.95,11947
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.975,14138
2023-11-14,"3 wk ahead inc case",2023-12-03,"BG","quantile",0.99,16370
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","point",NA,1057
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.01,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.025,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.05,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.1,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.15,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.2,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.25,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.3,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.35,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.4,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.45,84
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.5,1219
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.55,2346
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.6,3511
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.65,4636
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.7,5790
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.75,7127
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.8,8489
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.85,10046
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.9,12100
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.95,15238
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.975,18056
2023-11-14,"4 wk ahead inc case",2023-12-10,"BG","quantile",0.99,20940
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","point",NA,2097
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.01,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.025,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.05,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.1,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.15,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.2,374
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.25,720
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.3,1024
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.35,1319
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.4,1587
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.45,1861
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.5,2124
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.55,2366
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.6,2629
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.65,2903
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.7,3189
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.75,3496
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.8,3821
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.85,4235
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.9,4784
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.95,5546
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.975,6093
2023-11-14,"1 wk ahead inc case",2023-11-19,"HR","quantile",0.99,6900
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","point",NA,2068
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.01,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.025,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.05,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.1,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.15,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.2,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.25,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.3,81
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.35,607
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.4,1105
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.45,1573
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.5,2065
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.55,2555
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.6,3052
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.65,3586
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.7,4136
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.75,4690
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.8,5328
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.85,6064
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.9,6957
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.95,8354
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.975,9567
2023-11-14,"2 wk ahead inc case",2023-11-26,"HR","quantile",0.99,11052
2023-11-14,"3 wk ahead inc case",2023-12-03,"HR","point",NA,1992
2023-11-14,"3 wk ahead inc case",2023-12-03,"HR","quantile",0.01,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"HR","quantile",0.025,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"HR","quantile",0.05,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"HR","quantile",0.1,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"HR","quantile",0.15,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"HR","quantile",0.2,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"HR","quantile",0.25,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"HR","quantile",0.3,0
