"forecast_date","target","target_end_date","location","type","quantile","value"
2023-11-14,"4 wk ahead inc case",2023-12-10,"ES","quantile",0.99,267871
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","point",NA,4163
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.01,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.025,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.05,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.1,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.15,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.2,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.25,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.3,0
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.35,228
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.4,1525
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.45,2724
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.5,3973
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.55,5271
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.6,6564
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.65,7931
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.7,9192
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.75,10746
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.8,12243
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.85,14104
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.9,16429
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.95,20055
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.975,23370
2023-11-14,"1 wk ahead inc case",2023-11-19,"SE","quantile",0.99,27082
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","point",NA,5933
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.01,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.025,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.05,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.1,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.15,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.2,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.25,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.3,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.35,0
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.4,872
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.45,3353
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.5,5827
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.55,8322
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.6,10814
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.65,13290
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.7,15743
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.75,18909
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.8,21887
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.85,25649
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.9,30446
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.95,37883
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.975,44333
2023-11-14,"2 wk ahead inc case",2023-11-26,"SE","quantile",0.99,51788
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","point",NA,7722
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.01,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.025,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.05,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.1,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.15,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.2,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.25,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.3,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.35,0
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.4,893
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.45,4284
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.5,7670
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.55,11049
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.6,14411
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.65,17872
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.7,21289
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.75,25025
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.8,29175
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.85,34525
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.9,41383
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.95,50960
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.975,59648
2023-11-14,"3 wk ahead inc case",2023-12-03,"SE","quantile",0.99,71072
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","point",NA,9064
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.01,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.025,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.05,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.1,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.15,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.2,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.25,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.3,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.35,0
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.4,1519
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.45,5288
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.5,8923
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.55,12442
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.6,16178
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.65,20319
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.7,24304
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.75,28716
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.8,33511
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.85,39555
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.9,46669
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.95,56930
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.975,66906
2023-11-14,"4 wk ahead inc case",2023-12-10,"SE","quantile",0.99,79520
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","point",NA,5
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.01,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.025,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.05,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.1,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.15,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.2,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.25,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.3,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.35,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.4,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.45,1
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.5,5
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.55,8
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.6,12
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.65,15
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.7,19
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.75,23
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.8,28
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.85,33
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.9,39
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.95,50
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.975,58
2023-11-14,"1 wk ahead inc death",2023-11-19,"AT","quantile",0.99,69
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","point",NA,5
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.01,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.025,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.05,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.1,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.15,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.2,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.25,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.3,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.35,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.4,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.45,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.5,5
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.55,11
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.6,18
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.65,25
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.7,32
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.75,39
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.8,48
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.85,59
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.9,72
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.95,89
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.975,106
2023-11-14,"2 wk ahead inc death",2023-11-26,"AT","quantile",0.99,126
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","point",NA,5
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.01,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.025,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.05,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.1,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.15,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.2,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.25,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.3,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.35,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.4,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.45,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.5,5
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.55,15
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.6,25
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.65,35
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.7,47
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.75,59
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.8,72
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.85,89
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.9,108
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.95,136
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.975,163
2023-11-14,"3 wk ahead inc death",2023-12-03,"AT","quantile",0.99,190
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","point",NA,5
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.01,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.025,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.05,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.1,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.15,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.2,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.25,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.3,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.35,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.4,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.45,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.5,4
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.55,18
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.6,32
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.65,47
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.7,63
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.75,80
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.8,98
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.85,119
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.9,146
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.95,182
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.975,219
2023-11-14,"4 wk ahead inc death",2023-12-10,"AT","quantile",0.99,259
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","point",NA,6
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.01,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.025,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.05,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.1,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.15,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.2,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.25,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.3,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.35,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.4,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.45,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.5,5
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.55,13
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.6,22
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.65,31
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.7,40
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.75,50
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.8,61
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.85,73
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.9,88
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.95,111
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.975,132
2023-11-14,"1 wk ahead inc death",2023-11-19,"BE","quantile",0.99,153
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","point",NA,15
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.01,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.025,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.05,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.1,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.15,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.2,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.25,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.3,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.35,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.4,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.45,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.5,14
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.55,31
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.6,51
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.65,70
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.7,91
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.75,114
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.8,139
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.85,168
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.9,203
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.95,254
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.975,305
2023-11-14,"2 wk ahead inc death",2023-11-26,"BE","quantile",0.99,356
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","point",NA,27
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.01,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.025,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.05,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.1,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.15,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.2,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.25,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.3,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.35,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.4,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.45,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.5,25
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.55,53
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.6,81
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.65,111
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.7,140
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.75,176
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.8,212
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.85,257
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.9,308
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.95,392
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.975,461
2023-11-14,"3 wk ahead inc death",2023-12-03,"BE","quantile",0.99,538
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","point",NA,37
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.01,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.025,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.05,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.1,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.15,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.2,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.25,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.3,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.35,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.4,0
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.45,4
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.5,37
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.55,69
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.6,104
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.65,140
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.7,178
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.75,221
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.8,268
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.85,319
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.9,385
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.95,482
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.975,563
2023-11-14,"4 wk ahead inc death",2023-12-10,"BE","quantile",0.99,655
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","point",NA,23
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.01,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.025,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.05,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.1,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.15,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.2,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.25,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.3,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.35,0
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.4,8
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.45,15
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.5,22
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.55,29
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.6,37
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.65,44
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.7,51
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.75,61
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.8,71
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.85,82
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.9,96
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.95,117
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.975,135
2023-11-14,"1 wk ahead inc death",2023-11-19,"BG","quantile",0.99,152
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","point",NA,26
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.01,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.025,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.05,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.1,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.15,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.2,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.25,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.3,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.35,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.4,0
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.45,11
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.5,23
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.55,36
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.6,49
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.65,62
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.7,75
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.75,90
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.8,105
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.85,124
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.9,149
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.95,185
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.975,215
2023-11-14,"2 wk ahead inc death",2023-11-26,"BG","quantile",0.99,252
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","point",NA,23
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","quantile",0.01,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","quantile",0.025,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","quantile",0.05,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","quantile",0.1,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","quantile",0.15,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","quantile",0.2,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","quantile",0.25,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","quantile",0.3,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","quantile",0.35,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","quantile",0.4,0
2023-11-14,"3 wk ahead inc death",2023-12-03,"BG","quantile",0.45,5
